TIME,ACCX,ACCY,ACCZ,PITCH,ROLL,YAW
15.750000,0.001197,0.000319,0.007331,0.000214,0.002761,0.004114,
15.800000,0.001417,0.000293,0.007340,0.000225,0.002657,0.004035,
15.850000,0.001317,0.000252,0.007338,0.000227,0.001057,0.002075,
15.900000,0.001167,0.000250,0.007349,0.000240,0.000535,0.002125,
15.950000,0.003955,0.001113,0.007353,0.000197,0.001319,0.003130,
16.000000,0.003866,0.001105,0.007357,0.000206,0.001341,0.003080,
16.049999,0.003794,0.001118,0.007359,0.000147,0.001273,0.003031,
16.100000,0.003795,0.001120,0.007379,0.000156,0.001264,0.002791,
16.150000,0.003721,0.001133,0.007380,0.000156,0.001238,0.002815,
16.200001,0.002941,0.001063,0.007397,0.000149,0.001085,0.002753,
16.250000,0.001859,0.000909,0.007395,0.000129,0.001063,0.000708,
16.299999,0.001872,0.000901,0.007401,0.000061,0.001097,0.000638,
16.350000,0.001889,0.000906,0.007405,0.000070,0.001089,0.000630,
16.400000,0.001884,0.000905,0.007393,0.000049,0.001049,0.000634,
16.450001,0.000003,0.000002,0.007390,0.000048,0.000098,0.000022,
16.500000,0.000003,0.000002,0.007391,0.000019,0.000031,0.000031,
16.549999,0.000003,0.000002,0.007390,0.000029,0.000045,0.000032,
16.600000,0.000003,0.000003,0.007374,0.000029,0.000042,0.000033,
16.650000,0.000002,0.000003,0.007390,0.000029,0.000035,0.000033,
16.700001,0.000002,0.000003,0.007374,0.000029,0.000045,0.000030,
16.750000,0.000002,0.000003,0.007374,0.000030,0.000048,0.000034,
16.799999,0.000002,0.000002,0.007365,0.000029,0.000053,0.000029,
16.850000,0.000002,0.000002,0.007360,0.000024,0.000046,0.000028,
16.900000,0.000003,0.000002,0.007360,0.000025,0.000051,0.000026,
16.950001,0.000003,0.000002,0.007370,0.000026,0.000051,0.000028,
17.000000,0.000003,0.000002,0.007373,0.000018,0.000050,0.000012,
17.049999,0.000003,0.000002,0.007376,0.000017,0.000035,0.000016,
17.100000,0.000004,0.000001,0.007380,0.000016,0.000037,0.000022,
17.150000,0.000004,0.000001,0.007369,0.000017,0.000029,0.000022,
17.200001,0.000004,0.000001,0.007373,0.000019,0.000024,0.000028,
17.250000,0.000004,0.000001,0.007378,0.000018,0.000012,0.000027,
17.299999,0.000005,0.000001,0.007374,0.000018,0.000008,0.000026,
17.350000,0.000005,0.000002,0.007380,0.000018,0.000008,0.000029,
17.400000,0.000005,0.000002,0.007394,0.000019,0.000008,0.000029,
17.450001,0.000005,0.000002,0.007385,0.000021,0.000009,0.000028,
17.500000,0.000005,0.000002,0.007395,0.000027,0.000010,0.000028,
17.549999,0.000005,0.000002,0.007396,0.000024,0.000012,0.000023,
17.600000,0.000005,0.000002,0.007393,0.000023,0.000015,0.000011,
17.650000,0.000005,0.000002,0.007395,0.000018,0.000016,0.000020,
17.700001,0.000005,0.000002,0.007394,0.000013,0.000014,0.000024,
17.750000,0.000005,0.000001,0.007395,0.000014,0.000025,0.000023,
17.799999,0.000003,0.000001,0.007398,0.000015,0.000021,0.000021,
17.850000,0.000003,0.000001,0.007393,0.000017,0.000020,0.000017,
17.900000,0.000002,0.000002,0.007376,0.000020,0.000020,0.000020,
17.950001,0.000002,0.000001,0.007379,0.000018,0.000022,0.000019,
18.000000,0.000004,0.000001,0.007381,0.000011,0.000022,0.000019,
18.049999,0.000005,0.000001,0.007378,0.000013,0.000030,0.000019,
18.100000,0.000004,0.000001,0.007380,0.000005,0.000032,0.000024,
18.150000,0.000004,0.000001,0.007374,0.000006,0.000032,0.000022,
18.200001,0.000004,0.000001,0.007370,0.000012,0.000037,0.000021,
18.250000,0.000004,0.000002,0.007369,0.000012,0.000028,0.000023,
18.299999,0.000004,0.000002,0.007372,0.000018,0.000024,0.000023,
18.350000,0.000004,0.000002,0.007375,0.000018,0.000024,0.000021,
18.400000,0.000004,0.000003,0.007374,0.000022,0.000024,0.000027,
18.450001,0.000005,0.000004,0.007377,0.000025,0.000018,0.000026,
18.500000,0.000005,0.000004,0.007375,0.000025,0.000015,0.000027,
18.549999,0.000005,0.000005,0.007376,0.000024,0.000010,0.000026,
18.600000,0.000005,0.000005,0.007371,0.000022,0.000026,0.000012,
18.650000,0.000006,0.000005,0.007371,0.000036,0.000027,0.000016,
18.700001,0.000007,0.000009,0.007373,0.000060,0.000110,0.000021,
18.750000,0.000007,0.000029,0.007396,0.000296,0.000268,0.000028,
18.799999,0.000012,0.000199,0.007450,0.000327,0.000344,0.000028,
18.850000,0.000041,0.000232,0.007471,0.000317,0.000337,0.000388,
18.900000,0.000074,0.000627,0.008134,0.000596,0.000730,0.001191,
18.950001,0.000093,0.000645,0.009801,0.000672,0.002786,0.001423,
19.000000,0.001352,0.000696,0.017655,0.002730,0.002807,0.005334,
19.049999,0.001350,0.000773,0.019448,0.003686,0.004741,0.005996,
19.100000,0.001374,0.001262,0.021087,0.004688,0.004728,0.006419,
19.150000,0.001399,0.001309,0.021067,0.004938,0.005436,0.012824,
19.200001,0.001386,0.001448,0.019819,0.013543,0.006672,0.022242,
19.250000,0.001784,0.001390,0.018359,0.021665,0.008182,0.027594,
19.299999,0.001772,0.001060,0.016896,0.023414,0.014809,0.029512,
19.350000,0.002337,0.001317,0.016524,0.026872,0.017299,0.046768,
19.400000,0.003219,0.001511,0.018475,0.026019,0.031878,0.067238,
19.450001,0.004322,0.001669,0.024385,0.028641,0.046177,0.083164,
19.500000,0.004813,0.001655,0.026319,0.020864,0.043800,0.083279,
19.549999,0.004571,0.001633,0.034466,0.029089,0.042970,0.082344,
19.600000,0.004911,0.002420,0.035115,0.014491,0.045330,0.082420,
19.650000,0.004697,0.002981,0.033796,0.007698,0.056715,0.076603,
19.700001,0.004190,0.003991,0.027068,0.017962,0.082182,0.058721,
19.750000,0.001873,0.004541,0.022301,0.017874,0.129465,0.053808,
19.799999,0.000978,0.005184,0.015631,0.020967,0.126034,0.053762,
19.850000,0.001145,0.005019,0.012208,0.021066,0.133921,0.049534,
19.900000,0.001098,0.003553,0.009913,0.027591,0.108615,0.033930,
19.950001,0.000755,0.001880,0.011261,0.029458,0.070488,0.016877,
20.000000,0.000798,0.001224,0.013568,0.030166,0.046195,0.012260,
20.049999,0.000713,0.000402,0.013068,0.018642,0.023501,0.012292,
20.100000,0.000628,0.000477,0.012675,0.017936,0.026750,0.012172,
20.150000,0.000617,0.000299,0.009738,0.013719,0.027168,0.010277,
20.200001,0.000608,0.000306,0.009651,0.013087,0.025574,0.010142,
20.250000,0.000604,0.000230,0.008266,0.007862,0.007962,0.005231,
20.299999,0.000525,0.000231,0.008154,0.008202,0.007518,0.004640,
20.350000,0.000297,0.000232,0.007687,0.001083,0.002128,0.003511,
20.400000,0.000286,0.000229,0.007285,0.001049,0.001576,0.001723,
20.450001,0.000280,0.000228,0.007243,0.001351,0.001568,0.001191,
20.500000,0.000175,0.000229,0.007239,0.001305,0.001131,0.000851,
20.549999,0.000169,0.000228,0.007218,0.001349,0.001121,0.000742,
20.600000,0.000161,0.000225,0.007224,0.000906,0.000775,0.000544,
20.650000,0.000138,0.000196,0.007215,0.000890,0.000783,0.000503,
20.700001,0.000159,0.000195,0.007170,0.000904,0.001327,0.000455,
20.750000,0.000163,0.000203,0.007116,0.000984,0.001350,0.000447,
20.799999,0.000164,0.000203,0.007094,0.001311,0.001188,0.000449,
20.850000,0.000188,0.000211,0.007123,0.001278,0.001499,0.000326,
20.900000,0.000201,0.000218,0.007151,0.001338,0.001386,0.000367,
20.950001,0.000208,0.000213,0.007168,0.000627,0.001292,0.000170,
21.000000,0.000240,0.000211,0.007177,0.000693,0.001323,0.000297,
21.049999,0.000241,0.000221,0.007188,0.000782,0.001662,0.000624,
21.100000,0.000246,0.000202,0.007190,0.000885,0.001551,0.000569,
21.150000,0.000244,0.000200,0.007197,0.000987,0.001569,0.000794,
21.200001,0.000184,0.000206,0.007219,0.000987,0.001144,0.000821,
21.250000,0.000187,0.000193,0.007209,0.001224,0.000993,0.000812,
21.299999,0.000187,0.000210,0.007218,0.000884,0.000997,0.000786,
21.350000,0.000188,0.000222,0.007204,0.000802,0.000495,0.000928,
21.400000,0.000193,0.000220,0.007172,0.000731,0.000541,0.000637,
21.450001,0.000205,0.000220,0.007155,0.000730,0.000541,0.000616,
21.500000,0.000191,0.000219,0.007144,0.000725,0.000530,0.000610,
21.549999,0.000197,0.000213,0.007144,0.000651,0.000370,0.000596,
21.600000,0.000196,0.000210,0.007106,0.000465,0.000424,0.000507,
21.650000,0.000229,0.000207,0.007135,0.000827,0.000458,0.000781,
21.700001,0.000308,0.000203,0.007128,0.000796,0.000519,0.000761,
21.750000,0.000339,0.000184,0.007146,0.000724,0.000577,0.000762,
21.799999,0.000357,0.000178,0.007137,0.000673,0.000606,0.000762,
21.850000,0.000345,0.000175,0.007129,0.000699,0.000671,0.000664,
21.900000,0.000354,0.000177,0.007119,0.000678,0.000639,0.000706,
21.950001,0.000324,0.000175,0.007133,0.000671,0.000637,0.000476,
22.000000,0.000347,0.000176,0.007212,0.000841,0.000568,0.000895,
22.049999,0.000343,0.000176,0.007199,0.001431,0.000443,0.000911,
22.100000,0.000341,0.000178,0.007197,0.001464,0.000566,0.000904,
22.150000,0.000344,0.000176,0.007186,0.001023,0.000704,0.000754,
22.200001,0.000356,0.000181,0.007156,0.001238,0.000559,0.000990,
22.250000,0.000353,0.000204,0.007183,0.001254,0.000537,0.001009,
22.299999,0.000357,0.000204,0.007157,0.001329,0.000461,0.000922,
22.350000,0.000371,0.000203,0.007151,0.001323,0.000690,0.000737,
22.400000,0.000344,0.000207,0.007196,0.001469,0.000653,0.000532,
22.450001,0.000299,0.000266,0.007910,0.001731,0.000654,0.000562,
22.500000,0.000312,0.000387,0.008949,0.002092,0.001304,0.000372,
22.549999,0.000336,0.000527,0.010023,0.008726,0.001610,0.000344,
22.600000,0.000351,0.000629,0.010461,0.023433,0.001603,0.000390,
22.650000,0.000313,0.000605,0.010234,0.041973,0.001533,0.000680,
22.700001,0.000387,0.001106,0.009839,0.043350,0.005556,0.001970,
22.750000,0.000371,0.000939,0.009784,0.048172,0.005611,0.002182,
22.799999,0.000371,0.001985,0.009115,0.042924,0.006902,0.003429,
22.850000,0.000401,0.001968,0.009406,0.037546,0.006892,0.003471,
22.900000,0.000671,0.002154,0.010219,0.028907,0.009100,0.003416,
22.950001,0.000671,0.001896,0.011283,0.015832,0.009095,0.003933,
23.000000,0.000671,0.002399,0.010967,0.021682,0.009221,0.005589,
23.049999,0.000728,0.002313,0.009685,0.031010,0.008222,0.012556,
23.100000,0.000705,0.002008,0.008617,0.036564,0.010200,0.017508,
23.150000,0.001011,0.001174,0.008611,0.031973,0.011488,0.018647,
23.200001,0.000948,0.001149,0.008483,0.034760,0.021641,0.019667,
23.250000,0.001135,0.000671,0.008930,0.025880,0.021365,0.014753,
23.299999,0.001147,0.000593,0.009371,0.026151,0.021332,0.019911,
23.350000,0.001750,0.000585,0.009401,0.021952,0.017957,0.022398,
23.400000,0.001204,0.000970,0.009501,0.014877,0.018539,0.037543,
23.450001,0.001478,0.001047,0.009596,0.006482,0.017483,0.041544,
23.500000,0.001372,0.000923,0.009750,0.010603,0.009808,0.048425,
23.549999,0.003256,0.000969,0.009082,0.010157,0.008581,0.042897,
23.600000,0.002667,0.000946,0.008874,0.010090,0.008856,0.038690,
23.650000,0.002965,0.000703,0.008556,0.008267,0.008860,0.028323,
23.700001,0.002243,0.000778,0.008777,0.006057,0.003514,0.021494,
23.750000,0.002181,0.000720,0.008778,0.009495,0.002687,0.013910,
23.799999,0.001805,0.000595,0.008362,0.011673,0.002750,0.019317,
23.850000,0.001804,0.000525,0.008388,0.012578,0.003172,0.019348,
23.900000,0.001398,0.000517,0.008463,0.013451,0.005194,0.013763,
23.950001,0.001469,0.000464,0.008658,0.013340,0.012577,0.013464,
24.000000,0.001824,0.000580,0.008778,0.007503,0.012064,0.011192,
24.049999,0.001190,0.000770,0.008899,0.007562,0.012042,0.008408,
24.100000,0.001214,0.000784,0.008909,0.003784,0.011599,0.006736,
24.150000,0.001531,0.000763,0.008832,0.003552,0.011879,0.006326,
24.200001,0.001485,0.000576,0.008233,0.002787,0.013456,0.004530,
24.250000,0.001052,0.000569,0.008108,0.002349,0.014599,0.004090,
24.299999,0.001062,0.000598,0.007912,0.001297,0.016050,0.001625,
24.350000,0.000796,0.000609,0.007886,0.001205,0.017391,0.001057,
24.400000,0.000504,0.000549,0.007403,0.001026,0.016992,0.001017,
24.450001,0.000449,0.000451,0.007411,0.000842,0.006170,0.000592,
24.500000,0.000375,0.000305,0.007417,0.000788,0.005690,0.000445,
24.549999,0.000053,0.000082,0.007413,0.000246,0.004171,0.000367,
24.600000,0.000052,0.000080,0.007410,0.000179,0.000955,0.000142,
24.650000,0.000021,0.000039,0.007411,0.000158,0.000144,0.000128,
24.700001,0.000021,0.000035,0.007394,0.000159,0.000127,0.000127,
24.750000,0.000021,0.000030,0.007381,0.000113,0.000095,0.000129,
24.799999,0.000018,0.000028,0.007378,0.000104,0.000105,0.000008,
24.850000,0.000012,0.000028,0.007379,0.000104,0.000083,0.000005,
24.900000,0.000005,0.000005,0.007372,0.000026,0.000073,0.000003,
24.950001,0.000004,0.000002,0.007386,0.000027,0.000021,0.000003,
25.000000,0.000004,0.000002,0.007382,0.000027,0.000030,0.000005,
25.049999,0.000004,0.000002,0.007380,0.000031,0.000030,0.000006,
25.100000,0.000003,0.000003,0.007389,0.000028,0.000033,0.000008,
25.150000,0.000003,0.000002,0.007392,0.000028,0.000025,0.000008,
25.200001,0.000003,0.000004,0.007393,0.000030,0.000022,0.000007,
25.250000,0.000003,0.000006,0.007392,0.000030,0.000019,0.000009,
25.299999,0.000003,0.000007,0.007400,0.000022,0.000012,0.000008,
25.350000,0.000003,0.000007,0.007405,0.000035,0.000018,0.000016,
25.400000,0.000004,0.000007,0.007400,0.000031,0.000035,0.000020,
25.450001,0.000003,0.000007,0.007389,0.000031,0.000035,0.000019,
25.500000,0.000003,0.000007,0.007392,0.000031,0.000026,0.000020,
25.549999,0.000004,0.000007,0.007396,0.000027,0.000030,0.000020,
25.600000,0.000004,0.000007,0.007386,0.000042,0.000030,0.000021,
25.650000,0.000004,0.000007,0.007389,0.000045,0.000031,0.000022,
25.700001,0.000004,0.000005,0.007388,0.000039,0.000031,0.000022,
25.750000,0.000003,0.000003,0.007388,0.000038,0.000031,0.000024,
25.799999,0.000004,0.000003,0.007376,0.000037,0.000026,0.000025,
25.850000,0.000004,0.000003,0.007378,0.000029,0.000031,0.000019,
25.900000,0.000003,0.000003,0.007378,0.000032,0.000020,0.000018,
25.950001,0.000003,0.000003,0.007376,0.000032,0.000020,0.000018,
26.000000,0.000007,0.000003,0.007374,0.000032,0.000022,0.000019,
26.049999,0.000008,0.000002,0.007377,0.000031,0.000034,0.000018,
26.100000,0.000007,0.000003,0.007379,0.000020,0.000036,0.000018,
26.150000,0.000007,0.000003,0.007372,0.000017,0.000029,0.000023,
26.200001,0.000008,0.000003,0.007386,0.000017,0.000027,0.000028,
26.250000,0.000010,0.000003,0.007391,0.000027,0.000027,0.000025,
26.299999,0.000008,0.000003,0.007394,0.000046,0.000027,0.000027,
26.350000,0.000008,0.000004,0.007385,0.000040,0.000028,0.000017,
26.400000,0.000008,0.000004,0.007383,0.000046,0.000030,0.000019,
26.450001,0.000007,0.000004,0.007379,0.000057,0.000031,0.000024,
26.500000,0.000005,0.000004,0.007372,0.000057,0.000032,0.000018,
26.549999,0.000004,0.000004,0.007368,0.000056,0.000015,0.000014,
26.600000,0.000004,0.000004,0.007371,0.000052,0.000008,0.000014,
26.650000,0.000004,0.000005,0.007376,0.000051,0.000009,0.000014,
26.700001,0.000003,0.000005,0.007368,0.000047,0.000013,0.000013,
26.750000,0.000002,0.000005,0.007370,0.000044,0.000014,0.000013,
26.799999,0.000003,0.000004,0.007371,0.000035,0.000013,0.000012,
26.850000,0.000003,0.000004,0.007372,0.000032,0.000012,0.000013,
26.900000,0.000003,0.000003,0.007372,0.000024,0.000012,0.000013,
26.950001,0.000003,0.000003,0.007378,0.000020,0.000022,0.000007,
27.000000,0.000003,0.000002,0.007379,0.000020,0.000017,0.000006,
27.049999,0.000003,0.000003,0.007386,0.000021,0.000020,0.000007,
27.100000,0.000003,0.000003,0.007381,0.000022,0.000026,0.000006,
27.150000,0.000003,0.000002,0.007375,0.000023,0.000026,0.000007,
27.200001,0.000004,0.000002,0.007370,0.000013,0.000026,0.000016,
27.250000,0.000003,0.000002,0.007363,0.000010,0.000026,0.000015,
27.299999,0.000002,0.000003,0.007366,0.000012,0.000023,0.000016,
27.350000,0.000002,0.000003,0.007369,0.000015,0.000020,0.000016,
27.400000,0.000002,0.000003,0.007367,0.000012,0.000010,0.000015,
27.450001,0.000002,0.000003,0.007362,0.000011,0.000016,0.000013,
27.500000,0.000002,0.000003,0.007366,0.000009,0.000049,0.000013,
27.549999,0.000002,0.000003,0.007360,0.000009,0.000058,0.000013,
27.600000,0.000003,0.000003,0.007368,0.000008,0.000055,0.000019,
27.650000,0.000004,0.000002,0.007366,0.000008,0.000059,0.000020,
27.700001,0.000004,0.000003,0.007372,0.000008,0.000060,0.000021,
27.750000,0.000004,0.000003,0.007371,0.000010,0.000064,0.000022,
27.799999,0.000005,0.000002,0.007364,0.000009,0.000063,0.000023,
27.850000,0.000005,0.000001,0.007359,0.000012,0.000063,0.000026,
27.900000,0.000005,0.000002,0.007366,0.000013,0.000103,0.000028,
27.950001,0.000005,0.000002,0.007370,0.000014,0.000112,0.000027,
28.000000,0.000007,0.000002,0.007367,0.000013,0.000112,0.000029,
28.049999,0.000007,0.000002,0.007363,0.000018,0.000094,0.000031,
28.100000,0.000005,0.000002,0.007363,0.000022,0.000094,0.000027,
28.150000,0.000005,0.000002,0.007374,0.000022,0.000094,0.000023,
28.200001,0.000005,0.000001,0.007368,0.000023,0.000093,0.000015,
28.250000,0.000006,0.000002,0.007363,0.000022,0.000102,0.000017,
28.299999,0.000006,0.000002,0.007368,0.000017,0.000107,0.000015,
28.350000,0.000007,0.000003,0.007369,0.000014,0.000101,0.000020,
28.400000,0.000008,0.000003,0.007359,0.000018,0.000064,0.000020,
28.450001,0.000008,0.000004,0.007356,0.000015,0.000057,0.000020,
28.500000,0.000005,0.000004,0.007357,0.000023,0.000045,0.000016,
28.549999,0.000005,0.000005,0.007367,0.000012,0.000047,0.000014,
28.600000,0.000005,0.000005,0.007367,0.000020,0.000047,0.000017,
28.650000,0.000005,0.000005,0.007355,0.000026,0.000046,0.000021,
28.700001,0.000006,0.000006,0.007356,0.000027,0.000046,0.000021,
28.750000,0.000005,0.000005,0.007358,0.000031,0.000031,0.000022,
28.799999,0.000004,0.000004,0.007358,0.000033,0.000022,0.000026,
28.850000,0.000004,0.000004,0.007361,0.000034,0.000026,0.000020,
28.900000,0.000003,0.000003,0.007372,0.000035,0.000023,0.000020,
28.950001,0.000003,0.000003,0.007378,0.000035,0.000020,0.000022,
29.000000,0.000005,0.000003,0.007374,0.000021,0.000017,0.000026,
29.049999,0.000005,0.000002,0.007365,0.000026,0.000018,0.000025,
29.100000,0.000003,0.000002,0.007358,0.000025,0.000017,0.000031,
29.150000,0.000003,0.000002,0.007370,0.000023,0.000021,0.000024,
29.200001,0.000004,0.000001,0.007370,0.000025,0.000023,0.000028,
29.250000,0.000004,0.000001,0.007370,0.000022,0.000026,0.000028,
29.299999,0.000004,0.000002,0.007369,0.000019,0.000013,0.000025,
29.350000,0.000004,0.000002,0.007366,0.000020,0.000027,0.000030,
29.400000,0.000004,0.000002,0.007358,0.000016,0.000025,0.000029,
29.450001,0.000005,0.000002,0.007360,0.000019,0.000030,0.000025,
29.500000,0.000004,0.000002,0.007362,0.000019,0.000030,0.000023,
29.549999,0.000004,0.000002,0.007363,0.000010,0.000033,0.000023,
29.600000,0.000004,0.000002,0.007365,0.000011,0.000037,0.000014,
29.650000,0.000005,0.000002,0.007365,0.000010,0.000038,0.000016,
29.700001,0.000005,0.000003,0.007368,0.000020,0.000043,0.000011,
29.750000,0.000006,0.000003,0.007375,0.000019,0.000039,0.000012,
29.799999,0.000005,0.000003,0.007379,0.000020,0.000044,0.000019,
29.850000,0.000005,0.000003,0.007376,0.000020,0.000020,0.000019,
29.900000,0.000005,0.000003,0.007380,0.000022,0.000019,0.000019,
29.950001,0.000005,0.000002,0.007380,0.000015,0.000015,0.000023,
30.000000,0.000003,0.000003,0.007382,0.000029,0.000029,0.000023,
30.049999,0.000007,0.000004,0.007382,0.000032,0.000033,0.000021,
30.100000,0.000007,0.000004,0.007389,0.000033,0.000033,0.000020,
30.150000,0.000007,0.000002,0.007382,0.000048,0.000047,0.000019,
30.200001,0.000007,0.000003,0.007382,0.000039,0.000043,0.000019,
30.250000,0.000006,0.000003,0.007379,0.000040,0.000049,0.000025,
30.299999,0.000007,0.000003,0.007374,0.000042,0.000047,0.000016,
30.350000,0.000007,0.000003,0.007378,0.000042,0.000056,0.000013,
30.400000,0.000007,0.000003,0.007401,0.000037,0.000058,0.000014,
30.450001,0.000008,0.000004,0.007395,0.000037,0.000060,0.000014,
30.500000,0.000008,0.000003,0.007393,0.000029,0.000106,0.000014,
30.549999,0.000005,0.000002,0.007396,0.000030,0.000122,0.000012,
30.600000,0.000005,0.000002,0.007386,0.000031,0.000138,0.000013,
30.650000,0.000015,0.000006,0.007382,0.000034,0.000159,0.000018,
30.700001,0.000019,0.000008,0.007381,0.000035,0.000167,0.000016,
30.750000,0.000019,0.000007,0.007376,0.000033,0.000156,0.000025,
30.799999,0.000021,0.000005,0.007393,0.000036,0.000131,0.000167,
30.850000,0.000017,0.000005,0.007394,0.000040,0.000134,0.000167,
30.900000,0.000015,0.000005,0.007374,0.000040,0.000108,0.000166,
30.950001,0.000026,0.000006,0.007389,0.000050,0.000153,0.000182,
31.000000,0.000293,0.000074,0.007394,0.000080,0.001131,0.004272,
31.049999,0.000604,0.000082,0.007388,0.000127,0.001609,0.017675,
31.100000,0.000712,0.000135,0.007431,0.000149,0.001904,0.021067,
31.150000,0.000799,0.000145,0.007454,0.000229,0.002037,0.040422,
31.200001,0.000925,0.000148,0.007472,0.000219,0.002007,0.065646,
31.250000,0.001055,0.000148,0.007475,0.000180,0.001944,0.085148,
31.299999,0.001280,0.000152,0.007462,0.000101,0.001812,0.089458,
